Timestamp;Throuput;Run
04-01-2021 8:50;5915.759667;ON
04-01-2021 9:00;6234.417369;ON
04-01-2021 9:10;6588.69794;ON
04-01-2021 9:20;7003.604643;ON
04-01-2021 9:30;6239.920179;ON
04-01-2021 9:40;4802.319707;ON
04-01-2021 9:50;5943.205744;ON
04-01-2021 10:00;6397.578015;ON
04-01-2021 10:10;6035.53932;ON
04-01-2021 10:20;4791.599896;ON
04-01-2021 10:30;6067.409567;ON
04-01-2021 10:40;5610.040964;ON
04-01-2021 10:50;3655.571622;ON
04-01-2021 11:00;5396.676215;ON
04-01-2021 11:10;6104.865945;ON
04-01-2021 11:20;4146.781875;ON
04-01-2021 11:30;1759.511011;ON
04-01-2021 11:40;2908.627709;ON
04-01-2021 11:50;6330.669363;ON
04-01-2021 12:00;6370.136805;ON
04-01-2021 12:10;5878.126105;ON
04-01-2021 12:20;4420.074294;ON
04-01-2021 12:30;5043.530343;ON
04-01-2021 12:40;2483.0935;ON
04-01-2021 12:50;2363.622503;ON
04-01-2021 13:00;5384.549602;ON
04-01-2021 13:10;5217.415461;ON
04-01-2021 13:20;3061.610536;ON
04-01-2021 13:30;5144.206666;ON
04-01-2021 13:40;3295.800027;ON
04-01-2021 13:50;3195.052325;ON
04-01-2021 14:00;3123.316917;ON
04-01-2021 14:10;3686.245456;ON
04-01-2021 14:20;2489.3308;ON
04-01-2021 14:30;2421.830441;ON
04-01-2021 14:40;1521.83665;ON
04-01-2021 14:50;1426.202187;ON
04-01-2021 15:00;2372.725609;ON
04-01-2021 15:10;2890.45751;ON
04-01-2021 15:20;2805.70851;ON
04-01-2021 15:30;3136.041589;ON
04-01-2021 15:40;2877.395387;ON
04-01-2021 15:50;9.6135975;ON
04-01-2021 16:00;74.23305298;Off
04-01-2021 16:10;3.55568374;Off
04-01-2021 16:20;0;ON
04-01-2021 16:30;15.73482363;Off
04-01-2021 16:40;0;Off
04-01-2021 16:50;59.63494572;Off
04-01-2021 17:00;2733.329988;Off
04-01-2021 17:10;2092.096849;ON
04-01-2021 17:20;5032.426036;ON
04-01-2021 17:30;4893.604239;ON
04-01-2021 17:40;4589.829189;ON
04-01-2021 17:50;3991.419209;ON
04-01-2021 18:00;5562.900827;ON
04-01-2021 18:10;5821.445241;ON
04-01-2021 18:20;5553.636887;ON
04-01-2021 18:30;4802.789961;ON
04-01-2021 18:40;4818.438628;ON
04-01-2021 18:50;5307.505275;ON
04-01-2021 19:00;5474.864664;ON
04-01-2021 19:10;5973.589384;ON
04-01-2021 19:20;5492.57709;ON
04-01-2021 19:30;5750.369798;ON
04-01-2021 19:40;6062.620431;ON
04-01-2021 19:50;3293.277377;ON
04-01-2021 20:00;28.39962777;Off
04-01-2021 20:10;14.0097113;Off
04-01-2021 20:20;0;Off
04-01-2021 20:30;0;Off
04-01-2021 20:40;9.749800428;Off
04-01-2021 20:50;0;Bad
04-01-2021 21:00;0;Bad
04-01-2021 21:10;45.24721654;Bad
04-01-2021 21:20;2447.224781;ON
04-01-2021 21:30;4915.558522;ON
04-01-2021 21:40;6126.802693;ON
04-01-2021 21:50;6188.279832;ON
04-01-2021 22:00;6477.603523;ON
04-01-2021 22:10;6334.737467;ON
04-01-2021 22:20;6750.956712;ON
04-01-2021 22:30;6188.621526;ON
04-01-2021 22:40;6964.504746;ON
04-01-2021 22:50;6956.382604;ON
04-01-2021 23:00;7001.563279;ON
04-01-2021 23:10;6268.934523;ON
04-01-2021 23:20;5639.499183;ON
04-01-2021 23:30;6864.609101;ON
04-01-2021 23:40;6882.902802;ON
04-01-2021 23:50;6876.581686;ON
05-01-2021 0:00;4955.367915;ON
05-01-2021 0:10;6819.958044;ON
05-01-2021 0:20;4844.695634;ON
05-01-2021 0:30;3981.085306;ON
05-01-2021 0:40;88.52088093;Off
05-01-2021 0:50;80.27969925;Off
05-01-2021 1:00;74.8389391;Off
05-01-2021 1:10;91.74034011;Off
05-01-2021 1:20;51.19407313;Off
05-01-2021 1:30;19.03809181;Off
05-01-2021 1:40;1.590640832;Off
05-01-2021 1:50;63.37319183;Off
05-01-2021 2:00;0;Off
05-01-2021 2:10;143.2272185;Off
05-01-2021 2:20;1496.066317;Off
05-01-2021 2:30;24.73721637;Bad
05-01-2021 2:40;0;Bad
